2026-01-16T00:15:08+00:00 | unclear | long=0.246689 short=0.753003 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 00:00:00 close=0.008413
2026-01-16T00:30:07+00:00 | unclear | long=0.258825 short=0.740859 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 00:15:00 close=0.008438
2026-01-16T00:45:08+00:00 | unclear | long=0.349313 short=0.650327 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 00:30:00 close=0.008437
2026-01-16T01:00:07+00:00 | unclear | long=0.334228 short=0.665420 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 00:45:00 close=0.008428
2026-01-16T01:15:07+00:00 | unclear | long=0.423982 short=0.575633 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 01:00:00 close=0.008427
2026-01-16T01:30:14+00:00 | unclear | long=0.274210 short=0.725471 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 01:15:00 close=0.008439
2026-01-16T01:45:07+00:00 | unclear | long=0.238992 short=0.760706 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 01:30:00 close=0.008442
2026-01-16T02:00:08+00:00 | unclear | long=0.223601 short=0.776104 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 01:45:00 close=0.008434
2026-01-16T02:15:07+00:00 | unclear | long=0.368298 short=0.631335 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 02:00:00 close=0.008403
2026-01-16T02:30:08+00:00 | unclear | long=0.199005 short=0.800714 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 02:15:00 close=0.008439
2026-01-16T02:45:07+00:00 | unclear | long=0.220286 short=0.779421 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 02:30:00 close=0.008421
2026-01-16T03:00:08+00:00 | unclear | long=0.399882 short=0.599736 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 02:45:00 close=0.008438
2026-01-16T03:15:13+00:00 | unclear | long=0.193944 short=0.805775 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 03:00:00 close=0.008433
2026-01-16T03:30:08+00:00 | unclear | long=0.178575 short=0.821154 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 03:15:00 close=0.008421
2026-01-16T03:45:12+00:00 | unclear | long=0.348021 short=0.651614 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 03:30:00 close=0.008401
2026-01-16T04:00:07+00:00 | unclear | long=0.252030 short=0.747650 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 03:45:00 close=0.008393
2026-01-16T04:15:13+00:00 | unclear | long=0.200628 short=0.799084 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 04:00:00 close=0.008397
2026-01-16T04:30:07+00:00 | unclear | long=0.287394 short=0.712269 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 04:15:00 close=0.008389
2026-01-16T04:45:12+00:00 | unclear | long=0.274577 short=0.725094 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 04:30:00 close=0.008372
2026-01-16T05:00:08+00:00 | unclear | long=0.569547 short=0.430016 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 04:45:00 close=0.008360
2026-01-16T05:15:08+00:00 | unclear | long=0.276853 short=0.722817 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 05:00:00 close=0.008373
2026-01-16T05:30:07+00:00 | unclear | long=0.245800 short=0.753884 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 05:15:00 close=0.008382
2026-01-16T05:45:09+00:00 | unclear | long=0.193687 short=0.806029 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 05:30:00 close=0.008419
2026-01-16T06:00:08+00:00 | unclear | long=0.167608 short=0.832125 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-01-16 05:45:00 close=0.008423
