2026-09-18T00:15:06+00:00 | unclear | long=0.788385 short=0.211615 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 00:00:00 close=0.005166
2026-09-18T00:30:07+00:00 | unclear | long=0.582890 short=0.417110 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 00:15:00 close=0.005153
2026-09-18T00:45:06+00:00 | unclear | long=0.548648 short=0.451352 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 00:30:00 close=0.005176
2026-09-18T01:00:10+00:00 | unclear | long=0.669122 short=0.330878 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 00:45:00 close=0.005213
2026-09-18T01:15:06+00:00 | unclear | long=0.600786 short=0.399214 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 01:00:00 close=0.005229
2026-09-18T01:30:08+00:00 | long    | long=0.906087 short=0.093913 | tp=0.005904 sl=0.005031 | 1000SHIBUSDT m15 | bar=2026-09-18 01:15:00 close=0.005236
2026-09-18T01:45:05+00:00 | unclear | long=0.848637 short=0.151363 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 01:30:00 close=0.005230
2026-09-18T02:00:07+00:00 | unclear | long=0.890790 short=0.109210 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 01:45:00 close=0.005255
2026-09-18T02:15:07+00:00 | unclear | long=0.829032 short=0.170968 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 02:00:00 close=0.005266
2026-09-18T02:30:07+00:00 | unclear | long=0.897752 short=0.102248 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 02:15:00 close=0.005275
2026-09-18T02:45:05+00:00 | unclear | long=0.807372 short=0.192627 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 02:30:00 close=0.005276
2026-09-18T03:00:10+00:00 | unclear | long=0.899886 short=0.100113 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 02:45:00 close=0.005277
2026-09-18T03:15:09+00:00 | unclear | long=0.860600 short=0.139400 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 03:00:00 close=0.005330
2026-09-18T03:30:05+00:00 | unclear | long=0.890833 short=0.109167 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 03:15:00 close=0.005377
2026-09-18T03:45:06+00:00 | long    | long=0.919258 short=0.080742 | tp=0.006065 sl=0.005168 | 1000SHIBUSDT m15 | bar=2026-09-18 03:30:00 close=0.005379
2026-09-18T04:00:09+00:00 | unclear | long=0.870331 short=0.129669 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 03:45:00 close=0.005392
2026-09-18T04:15:07+00:00 | unclear | long=0.412096 short=0.587904 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 04:00:00 close=0.005345
2026-09-18T04:30:05+00:00 | unclear | long=0.281446 short=0.718554 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 04:15:00 close=0.005344
2026-09-18T04:45:05+00:00 | unclear | long=0.126150 short=0.873850 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 04:30:00 close=0.005355
2026-09-18T05:00:07+00:00 | unclear | long=0.889336 short=0.110663 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 04:45:00 close=0.005364
2026-09-18T05:15:06+00:00 | unclear | long=0.898755 short=0.101244 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 05:00:00 close=0.005348
2026-09-18T05:30:10+00:00 | unclear | long=0.879390 short=0.120610 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 05:15:00 close=0.005335
2026-09-18T05:45:07+00:00 | unclear | long=0.797090 short=0.202910 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 05:30:00 close=0.005327
2026-09-18T06:00:08+00:00 | unclear | long=0.688987 short=0.311013 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 05:45:00 close=0.005315
2026-09-18T06:15:07+00:00 | unclear | long=0.679818 short=0.320182 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 06:00:00 close=0.005314
2026-09-18T06:30:13+00:00 | unclear | long=0.538296 short=0.461704 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 06:15:00 close=0.005311
2026-09-18T06:45:08+00:00 | unclear | long=0.685554 short=0.314446 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 06:30:00 close=0.005323
2026-09-18T07:00:09+00:00 | unclear | long=0.745155 short=0.254845 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 06:45:00 close=0.005328
2026-09-18T07:15:07+00:00 | unclear | long=0.788831 short=0.211169 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 07:00:00 close=0.005331
2026-09-18T07:30:07+00:00 | unclear | long=0.777593 short=0.222407 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 07:15:00 close=0.005335
2026-09-18T07:45:06+00:00 | unclear | long=0.778020 short=0.221980 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 07:30:00 close=0.005344
2026-09-18T08:00:09+00:00 | unclear | long=0.774657 short=0.225343 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-18 07:45:00 close=0.005356
