2026-09-19T00:15:05+00:00 | unclear | long=0.514538 short=0.485462 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 00:00:00 close=0.005471
2026-09-19T00:30:07+00:00 | unclear | long=0.632507 short=0.367493 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 00:15:00 close=0.005468
2026-09-19T00:45:06+00:00 | unclear | long=0.772225 short=0.227775 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 00:30:00 close=0.005481
2026-09-19T01:00:08+00:00 | unclear | long=0.756484 short=0.243516 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 00:45:00 close=0.005456
2026-09-19T01:15:07+00:00 | unclear | long=0.697449 short=0.302551 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 01:00:00 close=0.005431
2026-09-19T01:30:07+00:00 | unclear | long=0.554391 short=0.445609 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 01:15:00 close=0.005435
2026-09-19T01:45:05+00:00 | unclear | long=0.547608 short=0.452392 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 01:30:00 close=0.005446
2026-09-19T02:00:05+00:00 | unclear | long=0.675381 short=0.324619 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 01:45:00 close=0.005468
2026-09-19T02:15:06+00:00 | unclear | long=0.859051 short=0.140949 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 02:00:00 close=0.005494
2026-09-19T02:30:08+00:00 | unclear | long=0.847537 short=0.152463 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 02:15:00 close=0.005477
2026-09-19T02:45:05+00:00 | unclear | long=0.874945 short=0.125055 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 02:30:00 close=0.005485
2026-09-19T03:00:09+00:00 | unclear | long=0.839919 short=0.160081 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 02:45:00 close=0.005483
2026-09-19T03:15:07+00:00 | unclear | long=0.880502 short=0.119498 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 03:00:00 close=0.005487
2026-09-19T03:30:06+00:00 | unclear | long=0.796002 short=0.203998 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 03:15:00 close=0.005468
2026-09-19T03:45:07+00:00 | unclear | long=0.813938 short=0.186062 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 03:30:00 close=0.005470
2026-09-19T04:00:09+00:00 | unclear | long=0.810256 short=0.189744 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 03:45:00 close=0.005479
2026-09-19T04:15:05+00:00 | unclear | long=0.777296 short=0.222704 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 04:00:00 close=0.005483
2026-09-19T04:30:06+00:00 | unclear | long=0.756845 short=0.243155 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 04:15:00 close=0.005453
2026-09-19T04:45:06+00:00 | unclear | long=0.532977 short=0.467023 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 04:30:00 close=0.005415
2026-09-19T05:00:09+00:00 | unclear | long=0.382155 short=0.617845 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 04:45:00 close=0.005428
2026-09-19T05:15:06+00:00 | unclear | long=0.425436 short=0.574564 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 05:00:00 close=0.005435
2026-09-19T05:30:06+00:00 | unclear | long=0.489929 short=0.510071 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 05:15:00 close=0.005434
2026-09-19T05:45:07+00:00 | unclear | long=0.712714 short=0.287286 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 05:30:00 close=0.005423
2026-09-19T06:00:09+00:00 | unclear | long=0.659800 short=0.340200 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 05:45:00 close=0.005420
2026-09-19T06:15:07+00:00 | unclear | long=0.557907 short=0.442093 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 06:00:00 close=0.005405
2026-09-19T06:30:05+00:00 | unclear | long=0.436194 short=0.563806 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 06:15:00 close=0.005398
2026-09-19T06:45:06+00:00 | unclear | long=0.369581 short=0.630419 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 06:30:00 close=0.005413
2026-09-19T07:00:08+00:00 | unclear | long=0.458702 short=0.541298 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 06:45:00 close=0.005404
2026-09-19T07:15:06+00:00 | unclear | long=0.426610 short=0.573390 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 07:00:00 close=0.005413
2026-09-19T07:30:08+00:00 | unclear | long=0.530769 short=0.469231 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 07:15:00 close=0.005404
2026-09-19T07:45:08+00:00 | unclear | long=0.304517 short=0.695483 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 07:30:00 close=0.005388
2026-09-19T08:00:06+00:00 | unclear | long=0.592243 short=0.407757 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 07:45:00 close=0.005383
2026-09-19T08:15:07+00:00 | unclear | long=0.684700 short=0.315300 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 08:00:00 close=0.005412
2026-09-19T08:30:07+00:00 | unclear | long=0.539731 short=0.460269 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 08:15:00 close=0.005421
2026-09-19T08:45:08+00:00 | unclear | long=0.660756 short=0.339244 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 08:30:00 close=0.005430
2026-09-19T09:00:08+00:00 | unclear | long=0.579238 short=0.420762 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 08:45:00 close=0.005425
2026-09-19T09:15:08+00:00 | unclear | long=0.380922 short=0.619078 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 09:00:00 close=0.005428
2026-09-19T09:30:08+00:00 | unclear | long=0.333484 short=0.666516 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 09:15:00 close=0.005422
2026-09-19T09:45:06+00:00 | unclear | long=0.581408 short=0.418592 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 09:30:00 close=0.005421
2026-09-19T10:00:10+00:00 | unclear | long=0.440038 short=0.559962 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 09:45:00 close=0.005422
2026-09-19T10:15:09+00:00 | unclear | long=0.557825 short=0.442175 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 10:00:00 close=0.005428
2026-09-19T10:30:04+00:00 | unclear | long=0.733480 short=0.266520 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 10:15:00 close=0.005442
2026-09-19T10:45:08+00:00 | unclear | long=0.753313 short=0.246687 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 10:30:00 close=0.005457
2026-09-19T11:00:10+00:00 | unclear | long=0.618686 short=0.381314 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-19 10:45:00 close=0.005448
