2026-09-04T00:15:10+00:00 | unclear | long=0.659578 short=0.340422 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 00:00:00 close=0.005379
2026-09-04T00:30:11+00:00 | unclear | long=0.721467 short=0.278533 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 00:15:00 close=0.005375
2026-09-04T00:45:16+00:00 | unclear | long=0.748385 short=0.251615 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 00:30:00 close=0.005386
2026-09-04T01:00:21+00:00 | unclear | long=0.670285 short=0.329715 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 00:45:00 close=0.005350
2026-09-04T01:15:11+00:00 | unclear | long=0.635220 short=0.364780 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 01:00:00 close=0.005353
2026-09-04T01:30:21+00:00 | unclear | long=0.665873 short=0.334127 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 01:15:00 close=0.005337
2026-09-04T01:45:16+00:00 | unclear | long=0.613575 short=0.386425 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 01:30:00 close=0.005337
2026-09-04T02:00:21+00:00 | unclear | long=0.635239 short=0.364761 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 01:45:00 close=0.005346
2026-09-04T02:15:10+00:00 | unclear | long=0.632222 short=0.367778 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 02:00:00 close=0.005346
2026-09-04T02:30:09+00:00 | unclear | long=0.675377 short=0.324623 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 02:15:00 close=0.005337
2026-09-04T02:45:13+00:00 | unclear | long=0.604010 short=0.395990 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 02:30:00 close=0.005365
2026-09-04T03:00:13+00:00 | unclear | long=0.726930 short=0.273070 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 02:45:00 close=0.005378
2026-09-04T03:15:14+00:00 | unclear | long=0.804088 short=0.195912 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 03:00:00 close=0.005373
2026-09-04T03:30:13+00:00 | unclear | long=0.709298 short=0.290702 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 03:15:00 close=0.005357
2026-09-04T03:45:11+00:00 | unclear | long=0.435325 short=0.564675 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 03:30:00 close=0.005354
2026-09-04T04:00:15+00:00 | unclear | long=0.609843 short=0.390157 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 03:45:00 close=0.005351
2026-09-04T04:15:11+00:00 | unclear | long=0.491005 short=0.508995 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 04:00:00 close=0.005357
2026-09-04T04:30:12+00:00 | unclear | long=0.576716 short=0.423284 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 04:15:00 close=0.005378
2026-09-04T04:45:10+00:00 | unclear | long=0.610119 short=0.389881 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 04:30:00 close=0.005352
2026-09-04T05:00:15+00:00 | unclear | long=0.626269 short=0.373731 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 04:45:00 close=0.005352
2026-09-04T05:15:13+00:00 | unclear | long=0.482133 short=0.517867 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 05:00:00 close=0.005343
2026-09-04T05:30:11+00:00 | unclear | long=0.375840 short=0.624160 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 05:15:00 close=0.005343
2026-09-04T05:45:12+00:00 | unclear | long=0.341788 short=0.658212 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 05:30:00 close=0.005331
2026-09-04T06:00:15+00:00 | unclear | long=0.325857 short=0.674144 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 05:45:00 close=0.005318
2026-09-04T06:15:13+00:00 | unclear | long=0.299500 short=0.700500 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 06:00:00 close=0.005316
2026-09-04T06:30:22+00:00 | unclear | long=0.335881 short=0.664119 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 06:15:00 close=0.005301
2026-09-04T06:45:12+00:00 | unclear | long=0.359208 short=0.640792 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 06:30:00 close=0.005312
2026-09-04T07:00:27+00:00 | unclear | long=0.330477 short=0.669523 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 06:45:00 close=0.005314
2026-09-04T07:15:16+00:00 | unclear | long=0.564310 short=0.435690 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 07:00:00 close=0.005335
2026-09-04T07:30:17+00:00 | unclear | long=0.699402 short=0.300598 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 07:15:00 close=0.005328
2026-09-04T07:45:12+00:00 | unclear | long=0.702676 short=0.297324 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 07:30:00 close=0.005326
2026-09-04T08:00:15+00:00 | unclear | long=0.631703 short=0.368297 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 07:45:00 close=0.005315
2026-09-04T08:15:11+00:00 | unclear | long=0.623739 short=0.376261 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 08:00:00 close=0.005320
2026-09-04T08:30:12+00:00 | unclear | long=0.627002 short=0.372998 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 08:15:00 close=0.005328
2026-09-04T08:45:12+00:00 | unclear | long=0.616771 short=0.383229 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 08:30:00 close=0.005320
2026-09-04T09:00:16+00:00 | unclear | long=0.688880 short=0.311120 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 08:45:00 close=0.005350
2026-09-04T09:15:23+00:00 | unclear | long=0.683375 short=0.316625 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 09:00:00 close=0.005347
2026-09-04T09:30:11+00:00 | unclear | long=0.734537 short=0.265463 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 09:15:00 close=0.005351
2026-09-04T09:45:11+00:00 | unclear | long=0.767980 short=0.232020 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 09:30:00 close=0.005359
2026-09-04T10:00:17+00:00 | unclear | long=0.642735 short=0.357265 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 09:45:00 close=0.005351
2026-09-04T10:15:11+00:00 | unclear | long=0.337939 short=0.662061 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 10:00:00 close=0.005340
2026-09-04T10:30:13+00:00 | unclear | long=0.424309 short=0.575691 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 10:15:00 close=0.005342
2026-09-04T10:45:11+00:00 | unclear | long=0.556312 short=0.443688 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 10:30:00 close=0.005345
2026-09-04T11:00:16+00:00 | unclear | long=0.660264 short=0.339736 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 10:45:00 close=0.005348
2026-09-04T11:15:13+00:00 | unclear | long=0.716905 short=0.283095 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 11:00:00 close=0.005343
2026-09-04T11:30:13+00:00 | unclear | long=0.743161 short=0.256839 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 11:15:00 close=0.005359
2026-09-04T11:45:10+00:00 | unclear | long=0.679764 short=0.320236 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 11:30:00 close=0.005356
2026-09-04T12:00:14+00:00 | unclear | long=0.700233 short=0.299767 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 11:45:00 close=0.005341
2026-09-04T12:15:11+00:00 | unclear | long=0.665032 short=0.334968 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 12:00:00 close=0.005343
2026-09-04T12:30:13+00:00 | unclear | long=0.720530 short=0.279470 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 12:15:00 close=0.005361
2026-09-04T12:45:14+00:00 | unclear | long=0.700257 short=0.299743 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 12:30:00 close=0.005213
2026-09-04T13:00:16+00:00 | unclear | long=0.714729 short=0.285271 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 12:45:00 close=0.005211
2026-09-04T13:15:12+00:00 | unclear | long=0.481141 short=0.518859 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 13:00:00 close=0.005209
2026-09-04T13:30:13+00:00 | unclear | long=0.488645 short=0.511355 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 13:15:00 close=0.005239
2026-09-04T13:45:11+00:00 | unclear | long=0.571604 short=0.428396 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 13:30:00 close=0.005248
2026-09-04T14:00:14+00:00 | unclear | long=0.248342 short=0.751658 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 13:45:00 close=0.005253
2026-09-04T14:15:11+00:00 | unclear | long=0.183843 short=0.816157 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 14:00:00 close=0.005239
2026-09-04T14:30:13+00:00 | unclear | long=0.344379 short=0.655621 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 14:15:00 close=0.005230
2026-09-04T14:45:10+00:00 | unclear | long=0.239466 short=0.760534 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 14:30:00 close=0.005191
2026-09-04T15:00:17+00:00 | unclear | long=0.244887 short=0.755113 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 14:45:00 close=0.005179
2026-09-04T15:15:13+00:00 | unclear | long=0.410049 short=0.589951 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 15:00:00 close=0.005197
2026-09-04T15:30:08+00:00 | unclear | long=0.296395 short=0.703605 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 15:15:00 close=0.005203
2026-09-04T15:45:10+00:00 | unclear | long=0.389006 short=0.610994 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 15:30:00 close=0.005204
2026-09-04T16:00:15+00:00 | unclear | long=0.268539 short=0.731461 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 15:45:00 close=0.005200
2026-09-04T16:15:10+00:00 | unclear | long=0.278901 short=0.721099 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 16:00:00 close=0.005196
2026-09-04T16:30:09+00:00 | unclear | long=0.343361 short=0.656639 | tp=0.000000 sl=0.000000 | 1000SHIBUSDT m15 | bar=2026-09-04 16:15:00 close=0.005204
